restaurant_id,description
1983,situated the heart of small medieval castlehamlet this traditionalstyl restaurant with an attract terrac on the historic squar provides the setting for local specialities such as
821,typical entranc leads into the courtyard of what was monastery the lat 16c at this restaurant wher the dining room has classic atmosph however it is the cuisin that steals the
835,the posson continu with the family tradition this contemporarystyl restaurant situated oppos the longestablished marin her the emphasis is on the quality of the ingredients
1808,situated at the foot of the fortress the historic centr of castrocar this restaurant has an interesting young chef at the helm andre giacchin the cuisin often but not always has
1820,an 18th century building rustic yet elegant atmosph with particul attentiveness at the tables and the cuisin whic has traditional bas but also knows how to add imagin
57,an elegant restaurant with warm atmosph embellished by central fireplac chef marc morett creates modern dishes whic are elegant and balanced with focus on seasonal produc from the
809,vie borg is situated restored rustic building situated the historic centr of the picturesqu villag of tocen the val vigezz her young coupl with real passion for
43,situated on the street that heads down to the port charming riomaggior this lovely wellkept restaurant offers small selection of dishes split between ligurian specialities and mor
1834,the adriatic rivier perfect picturepostcard summer holiday destination is the setting for this fin restaurant run by chef maur uli hidden among the priv beac clubs that crowd
1607,situated on the hill leading to palazz farnes this restaurant occupies the oldest building the villag whic dates back to 1370 sinc 1940 the calistr family hav been delighting the
1161,althoug fish dishes also featur on the menu hidalg has long enjoyed reputation for its excellent meat options thanks to its different cuts of steak and beef sourced from around the world
1175,the neapolitan tradition of interpreting dreams 50 means bread doug whil the word “kalò” has greek origins and means good – the nam “good dough” explains the secret behind the pizzas
1613,situated along the via pizz this historic restaurant boasts simpl yet lively ambienc with local and international feel excellent pizzas mad from quality label produc you’ll
148,at circolin enjoy interesting cuisin designed by claud sadler and prepared by skilful resident chef lorenz sacc there’s cafècumbistr at the entranc with its own kitchen and an
160,simpl authentic trattor with family atmosph and two small dining rooms one is quieter than the other with bright colours and tables arranged clos together the restaurant’s popularity
606,friendly welcom awaits this historic family restaurant serving authentic traditional piedmontes cuisin wher dishes such as peppers stuffed with tun and anchovies agnolott monferrin
94,situated right the heart of the bergam plain the small town of caravagg famous for the painter of the sam nam and for muchvisited pilgrim shrin this welcoming restaurant boasts
612,situated on small squar with an attract outdoor spac this restaurant offers menu whic features fish from the lak and other seasonal produc prepared with both modern and traditional
80,the top floor of the renovated execut spa hotel now houses chef matt trabetti’s finedining restaurant wher the rooftop dining room boasts relaxing views of the surrounding hills and the
1149,the hom of claud and riccard piastrin is situated amid the beautiful montefeltr hills longheld dream for this coupl whic they nurtured for years the restaurant has been
174,ideal for visitors to olbi this modern fresh and young restaurant serves typical regional specialities alongsid mor imagin fish dishes fin weather ask for tabl on the lovely
389,this restaurant housed historic palazz the centr of chiavar the owners hav used the structural beauty of the building to showcas the skills of local artisans resulting very
1388,this lively dynamic restaurant is converted building that once housed cinem and later belonged to the railways top quality ingredients tak prid of plac her whil the pleasant
1363,simpl almost rustic restaurant the pedestrianised historic centr of one of the medieval villages that add to the special attraction of the parc madon her the owner prepares
438,having opened new premises lamez term abbruzzin oltre this restaurant has retained young chef anton faz who practically grew up her at the helm at this address wher he continues
1405,situated between via venet and piazz barberin mom is modern multifaceted restaurant that serves informal dishes at lunchtim and mor creativ traditional far the gourmet restaurant
1411,the view of florenc is just one of the many reasons to to serra whic also boasts an attract renovated decor fin location medic vill and last but certainly not least superb
1377,tradition and cosmopolitan spirit combin this highly original and exciting restaurant whic has stepped off the usual gastronomic bandwagon spectacul fashion it’s not by chanc that l’
404,situated near the citt alta delightful setting surrounded by hills vill elen is one of the most sumptuous villas the countrysid around bergam housed 16c building with
362,borg san giul is situated just stroll from the sea old rimin district of narrow alleyways and brightly painted houses that once provided homes for local fishermen it is also hom to
1439,quiet well kept restaurant located an aristocratic early twentieth century vill surrounded by pretty garden
376,althoug it seems incredibl today this restaurant central turin situated just stone’s throw from the santuar consol stands on street that once marked the boundary between the
410,befor sitting down at this restaurant why not tak short stroll to the nearby viewpoint looking out towards capr – perfect prelud to the excellent homecooked and authentic campanian
360,standardbearer for regional cuisin david pallud continues to delight guests year after year based on faithfully interpreted piedmontes recipes such as the excellent plin sug
406,classic attractively elegant restaurant whic boasts an extens choic of dishes on its menu the varied options her rang from meat to fish dishes often prepared regional recipes such
412,this restaurant is situated on the top floor of turin’s iconic lingott building the former fiat factory wher the famous test track for cars has been transformed into botanic garden – an
1349,situated within the castel pietr hotel this pleasant restaurant with combination of traditional and modern decor serves contemporarystyl meat often with regional focus and fish dishes
374,it takes whil to get her along road whic wends its way throug the hills but the cuisin mor than compensates for the journey the food her is based on careful choic of ingredients
1407,small gem of restaurant housed an old farmhous adorned with beautiful drapes and decorations althoug there’s new chef her the long family tradition of regional cuisin mainly meat
1361,it would be difficult for the menu at this restaurant to convey the beauty and quality of the fresh fish on display near the kitchen wher guests can mak the own selection her sorts of
1375,to describ this restaurant as corner of sicily bergam would be clic as the menu offers so much mor however there’s no hiding chef cristian fagone’s sicilian origins whic are
1413,familyrun trattor whic is simpl style yet offers professional and courteous servic the menu focuses mainly on umbrian specialities fresh past grilled dishes and an impress
348,the main focus of 28 post is its ethical stanc with seasonal ingredients sourced from small producers and an emphasis on making the most of each and every ingredient order to keep food wast
96,situated on the ground floor of the grand hotel princip piemont an iconic hotel viaregg whic recently celebrated its centenary this restaurant boasts long elegant dining room and
604,kerkir corfu greek owes its existenc to the chef’s greek mother who passed on the culinary traditions of her nativ island to her son thes traditions are aliv and well this tavern
162,what was once post station is now renowned restaurant overlooking the villores canal althoug the attract dining room has retained som of its historical features the decor her is mor
1639,you climb up into the hills along winding roads and past oliv groves to the spectacul 17c vill rospigl designed by bernin whic boasts breathtaking views from her you’r
176,having moved to new premises near castell svev and sant mar assunt cathedral this restaurant now boasts splendid views from its outdoor terrac and comfortabl historic ambienc its
82,situated just beyond the centr of albeng beautiful location right on the beac with only small priv beac club separating it from the sea this restaurant has been business for
610,situated the alta lang region this old restored farmhous is now hom to an elegant restaurant with contemporary rural feel the cuisin has strong regional roots althoug the menu also
1163,it’s well worth heading off the traditional tourist trail to experienc this simpl and informal trattor bolognin the city’s historic workingclass district whic now has very
638,it is difficult to choos between the thre delightful rooms this restaurant one has hug fireplac used for roasting the famous porceddu suckling pig another mor intim style is
1605,situated just few kilometres from vogher the bass lomellin are this gourmet restaurant run by young chef occupies the old stables of the castell san gaudenz alongsid local
1611,this restaurant with characteristic brickvaulted ceilings has retained the feel of its previous rol as warehous desp the limited choic of dishes on the menu her ther is strong focus
1177,situated near the banks of the river po this century old family run restaurant serves regional specialities such as the famous culatell ham you will find reasonably priced local dishes at
55,situated at the entranc to romantic villag the chiant region this former stabl has been converted into quiet elegant restaurant by young coupl with beautiful garden for summer
1822,this designerstyl restaurant is housed on the fourth floor of the historic enel palazz remodelled and converted into the dsquared2 building it combines the use of brass marbl and wood to
1836,chiogg is famous as one of the mor activ fishing ports the region and this restaurant takes full of advantag of the local catc situated on the central promenad of this picturesqu town
1188,this tastefully decorated restaurant is housed lat 18c building whic is marked on an old map from the napoleonic her the best local ingredients are selected to cre regional
41,chef tommas arrigoni’s restaurant has wonderful new location wher floortoceiling windows the spacious modern dining room overlook larg mediterranean garden that is just as appealing
69,the perfect choic for thos who lov the sea courtesy of the splendid views of the mediterranean throug the pictur windows the dining room guests can observ the two chefs at work the
823,you’d recognis this cuisin as southern italian even if you wer blindfolded thanks to its strong and intens flavours imaginatively prepared and presented dishes many of whic showcas the
189,gellius boasts uniqu and atmospheric setting within the antic opitergium museum surrounded by archaeological remains that tell the story of the town from the beginning of the roman period it
837,situated small hous an outlying villag the countrysid this is simpl inviting restaurant wher you can enjoy seasonal local cuisin excellent wines
770,this attract restaurant offers thre tasting menus featuring traditional and mor creativ dishes whic influences from piedmont ligur and campan the chef’s nativ region combin
1759,firmly aimed at trendier crowd this restaurant has soft lighting and an oriental feel the chef her skilfully creates rang of dishes including raw fish options and original fusion cuisin
1981,this small yet smart restaurant the oltrep paves region is dream tru for ownerchef alessandr foll whos cuisin shows the influenc of his experienc working different
764,situated on redeveloped industrial sit and part of training school this restaurant offers mor concis menu at lunchtim with lower prices than the evening but with the sam highquality
994,david scabin one of piedmont’s most famous chefs who was also awarded two michelin starts at his rivol restaurant continues to reinvent and apply himself with as much enthusiasm as ever his
1017,situated tranquil location overlooking the vineyards this winery and elegant restaurant is owned by the “prophet” hernanes brazilian footballer who played for many years the italian
1771,run by the fischett family this gastronomic oasis has been stronghold for fin cuisin and regional flavours for 35 years now the restaurant was opened 1988 year that is celebrated on
1765,now occupied by charming boutiqu hotel the castell ugent is also hom to this restaurant wher the puglian chef reinterprets the traditions of salent contemporary dishes that featur
758,this small long established restaurant has been run by the sam family for thre generations as depicted by the black and whit photos on the walls simpl and well maintained dining
980,situated beneath the walls of castell oldofred the centr of this delightful lakesid villag not far from the lak itself this restaurant with young team at the helm has light
1003,chef luc villan creates menus that focus on simplicity organic produc from the sann region and an uncompromising philosophy the restaurant is situated within the hotel acquapetr resort
1956,situated away from the sea at the foot of medieval district this intim restaurant boasts historic decor dotted with modern details such as black parquet flooring and industrialstyl pipes
1942,elegant settings or the summer overlooking the splendid piazz dant you will find fragrant maremm cuisin based on excellent ingredients the solid family management makes it valid
957,situated an old farmstead this elegant and pleasant establishment has warm and typically tyroles atmosph
943,the entranc to this restaurant is typical of an old residentialstyl building giving the impression that you are stepping into the chef’s own hom her the beautiful dining room boasts shared
214,dirt track leads to this magical setting – an 11c castl perched among the tuscan hills whic is now privately owned and has been restored and renovated over the past 15 years situated the
1229,situated bucolic location the trentin wher the excellent vin sant is produced we recommend rounding off your meal with glass of the equally superb grapp this restaurant and
572,an original ambienc with real character as well as top quality fish and seafood ther is also charming outdoor are overlooking the canal wher old boats from the muse mariner are
566,centrally located and with plain almost minimalist interior and small charming outdoor spac on the pedestrianised street for summer dining oster acquarol serves dishes whic are strongly
200,this inn whic has been serving food sinc the early 19c boasts warm atmosph with rustic feel the beautiful garden makes delightful setting fin weather whil the cuisin focuses
228,one of the bestknown addresses this region for fish enthusiasts this restaurant serves freshly caught fish prepared simpl traditional dishes that allow the quality of the flavour to
1573,occupying typical mountain property quiet district this restaurant features two magnificent stubestyl rooms one dating from the 17c the other the 18c decorated with profusion of
1215,medieval hous with ston arches built over the remains of mosaics from roman vill – the location alon makes this restaurant truly memorabl add to this modern beautifully prepared
1201,situated 50 metres from the basil of san zen the patron saint of veron this restaurant housed renovated workshop boasts plenty of outdoor spac for summer dining her enjoy eclectic
1567,situated the historic centr of passign wher the villag seems to jut out into the lak trasimen som tables the main dining room boast views of the lak – mak sur you book
1598,situated near the neoclassical vill pignatell and front of the vill comunal gardens this restaurant offers an outdoor spac as well as an elegant tavernastyl dining room “la vit
599,singl elegant room for menu that is an invitation to gastronomic journey with mart grass at tantris you’ll find local references but the offering is essentially creativ and freely
598,this restaurant is paradis for meateaters – its signatur dishes are prim cuts of meat mostly beef from different breeds whic are displayed the refrigerated cabinet at the entranc
1599,warmed by an open fir winter this welcoming familyrun restaurant celebrates the cuisin of piedmont althoug few fish dishes also featur on the menu traditional timehonoured and
1200,after significant refurbishment this restaurant now has completely new look – its black marbl has been replaced by mor contemporary colour schem that gives it mor international feel
1566,traditional features such as exposed ston walls and wooden ceilings provid pleasant contrast to the contemporarystyl furnishings at this restaurant housed the charming palazz fort
1572,run by the sam family for over 30 years this restaurant has recently been fully renovated it serves traditional cuisin as well as som imagin dishes and good choic of win alfresc
229,one of the most interesting michelinstarred restaurants the region situated among houses with brick façades port san giorgio’s charming historic centr this restaurant has just few
1214,situated within the beautiful vill paol hotel just outsid trope this gourmet restaurant is named after the frat minim order of minims who once occupied this old monastery the cuisin
567,althoug the sun sets behind you at this restaurant the sky takes on beautiful indig hues at dusk henc the nam indac so it’s well worth getting her for sunset overlooking small bay at
201,once throug the entranc gat mak your way throug an orchard planted with citrus trees to get to this restaurant occupying charming carefully restored 19c “palmento” building once used
215,this longestablished family restaurant dates back 150 years whil the old town of borg trent whic it is situated althoug now surrounded by the modern city has much older history
573,sinc 2007 gainn has showcased the fascinating and delicious flavours of colourful korean cuisin with its ricebased dishes soups meat fish plenty of vegetables and soy the best way to
1228,this intim and romantic restaurant occupies an old 18c rural hous whic is situated small hamlet the cembr valley two small dining rooms with vaguely modern feel the husband
942,small win boutiqu at the entranc to this oster the villag centr displays the restaurant’s own wines whic are the perfect complement to your meal as well as being availabl to
956,this wellkept welcoming restaurant with colourful decor and win bottles adorning the walls serves imagin dishes with modern combinations – our inspector particularly enjoyed the guine
1943,befor entering this restaurant stop for moment to admir the crystalcl waters of the sant susann canal whic runs oppos the building trot has revolutionised and raised the
1957,as its address indicates this restaurant is situated on an island formed by loop the po river sinc 1947 the cattivell family hav been celebrating the best of the lower po valley’s
1764,from corvar tak the ultramodern boè cablec to this restaurant accessibl also on skis or by foot whic is one of the dining options at the piz boè alpin loung for access turn right as
1002,the many posit adjectives that can be used to describ the trafoier family can be summed up by simply saying that they are uniqu the individual talents together the natural and
981,two brothers hav brought fresh lif to this exciting bistr the heart of the prenestinocentocell district wher the delicious cuisin is prepared by paol and the win selection overseen by
759,gamber ross was founded the 1970s when anna mar and giusepp scull decided to pay trib to the sea that they had previously left as emigrants sinc then the restaurant has becom
1016,this fascinating littl restaurant set the maz of narrow streets around the abbey of san colomb invites you to its succession of small dining rooms decorated with pictures and win bottles
995,situated just few metres from the blu grott and perched right abov the water ricc is the quintessential mediterranean finedining restaurant thanks to its tasteful and elegant decor
1770,this elegant contemporarystyl restaurant is situated right the historic centr the menu features host of gourmet dishes as well as mor modern fish and meat options created by the
1980,to get to this exclus restaurant you driv throug an idyllic landscap of small lanes lined with dryston walls and fields belonging to the baracc farm estat of whic falcon and
1758,the piedmontes dialect “argaj” translates as “satisfaction” and never has restaurant nam seemed mor appropr simpl colourful and welcoming dining room with windows looking out
765,situated slightly off the beaten track this modern win bar is also restaurant serving mediterranean cuisin accompanied by selection of 700 organic wines snacks are availabl at aperitif
771,this aptly named restaurant at nino’s hous is situated chef nin costanzo’s own hous residential district amid the hills of ischi once over the threshold you mak your way
188,the cuisin at this tiny simply furnished restaurant includes barbecued dishes and fermented ingredients of whic featur on tasting menu guests can also choos à cart the small
836,vill feltrinell was the lakesid holiday hom of the milanes family of the sam nam who chos this beautiful location on lak gard for its scenery of rugged mountains and its relaxing
822,this restaurant situated less than 1km from the shores of beautiful lak gard chef peter brunel from trentin not only creates contemporary cuisin but has also designed many of the
68,this restaurant has traditional feel both its richly decorated dining room and its cuisin the roots of whic are firmly planted the region this is the plac for guests who aren’t
1837,situated near the duom san pietr and the central cors umbert this small delightful restaurant occupies historic palazz and boasts simpl yet elegant decor including attract floor
40,situated the historic centr near the ceramic museum som of its pieces are also on display the restaurant bin ricchebu boasts an attract outdoor spac charming small squar
1189,situated the heart of the historic centr just stone’s throw from the aquarium this designerstyl restaurant has retained som of the palazzo’s historic features specialities her rang
54,situated the delightful prosecc winegrowing region cond is wellestablished trattor whic has been the sam family for generations and whic remains faithful to the gastronomic
1823,situated away from the tourist trail this authentic neighbourhood restaurant popul with locals serves two types of cuisin namely fishbased dishes and roman specialities announced at your
1610,situated on the banks of the river this seasid oster run by chef lel usa the michelinstarred tin is on the first floor of the building is the perfect setting for business lunc or an
1176,the philosophy of this restaurant of the town centr situated just outsid the trafficrestricted zon talks about “stories from the kitchen” and “urban” dishes other words it chooses the
639,althoug ther is an extens à cart at this restaurant it is on the tasting menus that the chef showcases his creativ cuisin to the full his suggestion menu features dishes such as
1162,thre brothers two front of hous and one the kitchen offer friendly welcom at this modern elegant restaurant on the seafront at tran just 20min walk from the town’s picturesqu port
1604,this attract rustic style restaurant is situated just few kilometres from the centr of cervin it stands tranquil panoramic basin wher the only neighbours are the marmots the
177,if you are looking for fish specialities you will find this restaurant real revelation raw dishes oysters and seafood tak prid of plac on the menu alongsid freshly caught fish an
611,one of italy’s longestablished restaurants the esplanad has been proud holder of michelin star sinc 1992 and is so renowned among foodlovers that its nam is practically synonymous with
83,situated just outsid the villag this unusual restaurant now run by the fourth generation of the sam family is dedicated to baccal dried cod this features not only on the menu but also
605,an old building next to the roman bridg pont pietr with coupl of romantic small balconies overlooking the river charming dining rooms provid the backdrop for regional cuisin with
97,occupying an old hous the town centr this restaurant is strongly influenced by the character and ideas of ownerchef riccard bosc who offers an original mix of traditional trent cuisin
1638,situated the heart of the historic centr this restaurant pays trib to the cagl region and the marc hinterland dishes featur the best local ingredients such as truffles season
163,working partnership with the nearby fishmongers whic supplies it with fresh fish and seafood this restaurant occupies building once used for storing oranges that dates back 400 years
1374,following years of experienc renowned restaurants ownerchef cir albert has achieved his dream of opening his own plac with its clean lines and natural colour schem his restaurant has
349,situated closed to the motorway exit this restaurant’s rustic exterior belies its young colourful and contemporary interior the dishes are as modern as the decor yet they hav the roots
1412,schlosswirt forst is typical 16c residenc that is hom to traditional restaurant few guestrooms and the luisl stub small gem boasting the beautiful old wood and traditional chandeliers
1406,whether you din the modern dining room at this centrally located palazz or the small courtyard fin weather albert buratt offers choic of tasting menus including the vegetarian “
1360,this historic restaurant now has new premises with classic yet modern feel mediterranean cuisin with traditional and regional influenc
1348,the occasional creativ touc is evident the fish and seafood dishes served this welcoming mediterranean style restaurant with an attract outdoor terrac the restaurant stands right on
413,cavour serves topquality cuisin rooted regional traditions making it the type of restaurant that everyon would lik as the local daily specials with seasonal focus such as the
375,delightful combination of good food and romantic ambienc this old restored farmhous surrounded by hills top quality cuisin and win cell that is well worth visit
361,this restaurant occupies one of the oldest houses san vigil it serves typical ladin specialities wood clad dining rooms and has delightful stub among the various specialities on the
407,this small restaurant with vaulted ceiling provides the setting for dishes that hav by now becom classics thanks to the focus on topquality ingredients the cuisin is light and simpl
1364,this minimaliststyl restaurant is hom to one of the most interesting young chefs catan this historic building with beautiful ceilings enjoy topquality sicilian cuisin created by
1402,situated the heart of the gastronomic lang region this small renovated restaurant the centr of town reservations required is imbued with the passion of the coupl at the helm he’s
359,originally from sardin chef francesc star has returned hom to his nativ island wher he focuses on completely “circular” cuisin this restaurant situated protected marin are the
1416,an excellent win list and piacenz dishes to tast at tables whic are well spaced out the larg dining room with an elegant rustic character furnished pleasant fashion
1370,situated the district of palaud at the foot of mont blanc this small win bar with tranquil ambienc serves interesting cuisin prepared by talented japanes chef who adds his own personal
403,small rustic style hostelry set insid 16c building with cosy summer terrac typical tuscan far based on excellent produc and with som personal touches
1358,situated one of the liveliest workingclass neighbourhoods of naples this restaurant serves traditional neapolitan pizzas including few unusual innovations such as pizzas the shap of an
365,perhaps becaus of its out of the way location business district wher you would never normally expect to find restaurant this restaurant has mad every effort to becom one of the
371,situated the heart of the city near the teatr bellin and piazz univers this restaurant occupies an art nouveaustyl building her tri of experienced young chefs from catan hav
417,the entranc to this restaurant throug wineb can be misleading as you are eventually led to simpler – yet still attract – dining rooms this winethemed setting enjoy delicious fish
1600,this small rusticstyl restaurant just outsid the centr of piazz armerin serves personalised cuisin whic local ingredients tak prid of plac influences from elsewh italy are
1166,as its nam suggests this restaurant’s guests can enjoy the meal surrounded by verdant gardens whic are planted with palms flowers and citrus trees regional flavours tak centrestag
1172,situated an attract part of veron right oppos the famous castelvecc this restaurant boasts relaxing ambienc with wood ceilings classic yet informal furnishings subtl lighting
629,we particularly enjoyed this restaurant for its outofthisworld feel housed charming chalet with an open fireplac oster cipp serves cuisin mad from typical local ingredients at
1614,the ambienc at this hushed and discreet restaurant couldn’t be mor different from the hustl and bustl of the elegant district whic it is situated the softly lit dining rooms are elegant
167,this welcoming family run trattor comprises of two attract dining rooms and beautiful summer garden it specialises regional dishes that vary according to the seasons guine fowl
93,familyrun “gastrosteria” hidden small venetian courtyard with modern and elegant decor dominated by beig and black tones full of exciting and imagin flavours the modern meat and
601,the nam of this restaurant discreetly hidden away an alleyway on the edge of the town centr is dialect word meaning “old bachelor” small tables set clos together giv the ambienc of
87,not far from the pantheon this original restaurant arranged over four floors serves the type of fin chines cuisin whic has graced official banquets chin ever sinc the tim of chairman
615,warm welcoming intim and friendly – it’s easy to get carried away with the adjectives when describing this restaurant housed 16c farmhous this is the perfect choic for anyon looking
173,just stone’s throw from piazz san michel the heart of the beautiful historic centr of lucc the buc santanton is one of the city’s oldest restaurants specialising traditional
1628,overlooked by medieval tower the main town squar this restaurant is perfect for anyon keen on classic traditional cuisin hous specialities includ dishes cooked over the barbecu grill
198,you will need certain amount of patienc to tackl the winding road throug woods and hills to get to pinet but the food makes the journey well worthwhil ther is restricted choic –
826,situated on the first floor of the 13c military fort the centr of rubier this elegant restaurant boasts fiv dining rooms each one mor delightful than the last and frescoed with the
78,this restaurant is renowned for its excellent modern and inviting cuisin the menu showcases mostly regional ingredients including meat that are transformed into delicious recipes – the
832,for almost 40 years the angol d’abruzz restaurant has been hom to the centof family who act as excellent ambassadors for the region by offering the best local seasonal ingredients for
1827,boasting superb location abov gabicc mont this excellent restaurant run by the third generation of the sam family offers breathtaking views of the romagn coast posillipo’s superb fish
50,colourful mediterranean cuisin with the occasional creativ twist yet always based on local specialities this attract restaurant takes its nam from an old dialect once use the ports
1199,two of your senses will experienc powerful marin sensations this plac your sight will be delighted with the enchanting view especially from the terrac and your tast will be tantalised
44,hospitality abounds this establishment wher the cuisin is inspired by local traditions especially fish favourably located restaurant the historical centr on the banks of the bianc
1833,this restaurant lies within the capodifium estat microcosm that is hom to the sourc of the trab river henc the restaurant nam and hydroelectric power station whic supplies the
1774,this larg farmhous with attractively renovated rooms overlooks the verdant landscapes of the sarc valley from its wisteriashaded summer pergol young chef giad mior prepares regional
749,perched high on the tuf cliffs overlooking the cost this contemporarystyl restaurant boasts superb views from its dining room and especially from its panoramic summer terrac the
1012,desp its not particularly romantic location alongsid the road this restaurant attracts loyal following who her for the excellent fish cuisin guestrooms are also availabl for thos
991,this warm welcoming restaurant with wooden ceiling and walls serves simpl dishes as well as mor creativ elabor far the focus her is on showcasing the topquality ingredients used
1006,follow your satnav and you’ll easily find this priv residenc situated just outsid the villag the restaurant is family run and furnished classic style with an attract verand room
985,this traditional restaurant has been taking good car of its guests for generations the delicious authentic cuisin served her is accompanied by an extens win list that will delight fans of
1760,this restaurant the centr of spez boasts striking openview kitchen its small brickvaulted dining room modern cuisin with focus on superb fish dishes accompanied by professional
1748,situated abov the villag this authentic agritur raises cows horses and pigs and produces its own meat salamis and cheeses of whic are availabl onlin and its own shop other
775,this restaurant is renowned bergam for its good choic of varied cuisin as well as its lively buzzing atmosph the excellent tasty cuisin is typically italian and contemporary style
761,situated on the lakesid the residential district of verban this small old england style restaurant serves selection of freshwater and saltwater fish specialities if the weather allows
952,this historic restaurant run by the sam family for many years is situated right on the lak with its own priv mooring whic can be best appreciated from the charming verand the current
946,modern bistr with cocktailb trendy decor soft lighting and loungestyl background music as well as small outdoor spac on the pavement whic needs to be booked well advanc the
1953,fer has two different spaces – bistrob serving cocktails and street food and gourmet restaurant wher chef feltrin and his team showcas the full rang of the culinary skills the
1947,althoug the external façad of this restaurant recalls its former lif as pub the building is now hom to restaurant run by young chef whos experienc working abroad has don nothing to
1210,this aptly named restaurant the color hotel just short distanc from lak gard boasts modern colourful decor and cuisin worthy of its nam dishes are inspired by mediterranean
1576,transferred to piazz rivarol 21 tivol adri baldassarre’s small intim restaurant is situated historic tivol whic is renowned for its fascinating history and hadrian’s vill
239,built on stilts the clandestin is uniqu restaurant with simpl yet trendy ambienc whic overlooks beautiful unspoilt beac with views of the sea from the windows and distinctly
1562,this restaurant was first awarded michelin star 1959 whic makes it the longestheld star with break of only two years italy housed 15c palazz next to the aquil dor hotel
1204,charming annex to the vill miravall hotel on the edge of riva’s historic centr this restaurant boasts warm atmosph and pleasant outdoor spac for summer dining the regional
577,this informal win bar the town centr features paper tablecloths and menu chalked up on two blackboards delicious regional cuisin including the occasional dish with surprisingly modern
211,situated on the via emil this elegant ownerrun restaurant has for decades been renowned for its topquality regional cuisin with an updated twist as well as its reinterpreted fish
205,one of the best restaurants the are san martin focuses on fish dishes including classic favourites inherited from the chef’s father as well as mor creativ far introduced by the new
1238,camb turin’s historic restaurant par excellenc is piedmont’s crowning jewel with few equals the whol of europ her the meticulously restored risorg room with origins that
563,young chef with experienc renowned restaurants has taken over the old kindergarten this villag and transformed it into delightful restaurant her he serves contemporary cuisin
588,housed what was once the chapel of medieval monastery mildas serves classic specialities from trent alongsid selection of dishes created by mirk the lat founder of the restaurant
1589,this twomichelinstarred restaurant is situated far from the crowded alleyways of capr the greener and mor residential anacapr wher its backdrop is the semihidden capr palac one of
1588,frenchitalian coupl is at the helm this attract classicstyl vill on the outskirts of bresc wher few tables hav been laid out the bay windows overlooking the garden the
589,situated amid the foothills outsid bergam this elegant country hous accessed via garden boasts rustic features such as parquet flooring exposed beams and an open fireplac set amid an
204,from the coast road you tak series of hairpin bends down to marin equa the beac at vic wher you will see this old fortified tower standing just few metres from the sea the tower
562,success generations of the sam family hav run this pleasant restaurant just outsid the city for over 70 years enjoy selection of fish and seafood dishes raw grilled or fried with
1239,the original sign painted on this restaurant’s façad hints at history whic dates back over century situated outsid the villag and surrounded by sweet chestnut trees and tuf rock what
576,this restaurant managed with passion has becom cornerston of trevis restaurants thanks to fish cuisin contaminated by contemporary inspirations do not miss the raw specialties
210,the softtoned decor is modern and intim whil the cuisin also has contemporary feel dishes includ meat and fish options plus numerous types of risottos many of whic featur distinctly
1563,leaving pinerolo’s arcades behind you small courtyard leads into this historic trattor housed 20c building whic current chef christian milon has transformed into an elegant restaurant
238,located outsid the city centr about 1km from the city walls this restaurant is hom to chef masak kurod the owner of serendip capannor who serves traditional japanes cuisin
1205,thre brothers of them experts are the enthusiastic managers of this very fin restaurant recent renovation has increased the comfort and popularity of the plac the cuisin is piedmontes
1211,situated clos to the vatican this is one of the best trattorias rom with simpl decor and just one usually very busy dining room booking ahead is recommended as well as delicious
1577,delicious plat of schlutzkrapfen raviol stuffed with spinac and ricott is just what’s needed after good day’s skiing or hik throug the woods and that’s not – durnwald is an
1946,from lak maggior you climb up mottaron mountain to an altitud of around 1 400m to reac this 19c hunting lodg wher young coupl of selftaught chefs provid warm and friendly welcom
1952,occupying 17c palazz the villag centr this restaurant showcases regional cuisin its glory including specialities such as leek and saffron gnocc boiled tongu pumpkin the
947,desp its idyllic location facing the picturesqu piazz dellanfiteatr this restaurant has avoided becoming tourist trap evolving instead into one of the most interesting restaurants
953,business for century this simpl yet successful trattor serves traditional tuscan cuisin with specialities such as riboll stew and rabbit casserol on the menu there’s just one
760,known throughout italy for its pillow lac the small town of pescocostanz is hom to this charming restaurant that specialises cuisin from the abruzz region ingredients on the menu includ
1749,restaurant with pension near the old town wher you can enjoy piacentin dishes served outdoors nic weather and the airy indoors dining hall during the colder months the rooms are two
774,housed historic palazz on the charming piazz mott the town centr this restaurant is one you will immediately want to shar with family and friends thanks to its delicious
984,you pass throug beautiful hilly scenery to get to cartos wher you’ll find this typical country hous part of whic has been recently renovated specialising local cuisin althoug it’s
1007,the tild accent over the “o” the nam of this restaurant is subtl allusion to the sea that lies between campan the chef’s nativ region and sardin his adopted hom with just few
1761,local gastronomic traditions are demonstrated at the best this rustic restaurant whic serves delicious past excellent meat and fragrant sardinian wines our favour dishes includ the
1775,din surrounded by decor of stucc and paintings or alfresc overlooking the grand canal this highly luxurious restaurant arva from the latin cultivated land pays homag to the sea the
990,situated right on the seafront this restaurant plunges its guests back tim with its polished wood mirrors and classic decor giving it the feel of an english galleon mediterranean cuisin
1013,recently reopened under new management this charming restaurant winds its way from room to room until you finally arriv at the palazzo’s old cellars the jewel its crown the cuisin her
748,two smart dining rooms offer two different dining experiences at this restaurant one with chairs at the bar and conveyer belt of traditional japanes dishes the other serving contemporary
45,opened 1966 rom is real culinary institution the versil region serving cuisin mad from topquality ingredients with particul focus on local fish althoug its philosophy has
